2022-12-19 20:12:172 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:468 INFO  HomePage :90 - Click on 'Computers' tab <br>
2022-12-19 20:12:371 INFO  ComputerPage :30 - Get pageTitle text : [[ChromeDriver: chrome on WINDOWS (58625908adbcb72a47e226547caa81f6)] -> css selector: div[class='page-title'] h1]<br>
2022-12-19 20:12:798 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:241 INFO  HomePage :90 - Click on 'Computers' tab <br>
2022-12-19 20:12:131 INFO  ComputerPage :30 - Get pageTitle text : [[ChromeDriver: chrome on WINDOWS (83dc2f76674da6e446c22f6151c39e64)] -> css selector: div[class='page-title'] h1]<br>
2022-12-19 20:12:803 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:95 INFO  HomePage :90 - Click on 'Computers' tab <br>
2022-12-19 20:12:17 INFO  ComputerPage :37 - Click on 'Desktops' link <br>
2022-12-19 20:12:850 INFO  ComputerPage :30 - Get pageTitle text : [[ChromeDriver: chrome on WINDOWS (61dfef8c50b973571249392c91d8e4bf)] -> css selector: div[class='page-title'] h1]<br>
2022-12-19 20:12:490 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:707 INFO  HomePage :90 - Click on 'Computers' tab <br>
2022-12-19 20:12:152 INFO  ComputerPage :37 - Click on 'Desktops' link <br>
2022-12-19 20:12:539 INFO  DesktopsPage :55 - Click on product 'Build your own computer' : Build your own computer<br>
2022-12-19 20:12:703 INFO  BuildYourOwnComputerPage :60 - Select processor '2.2 GHz Intel Pentium Dual-Core E2200'<br>
2022-12-19 20:12:767 INFO  BuildYourOwnComputerPage :65 - Select RAM '2 GB'<br>
2022-12-19 20:12:814 INFO  BuildYourOwnComputerPage :72 - Select HDD '320 GB'<br>
2022-12-19 20:12:862 INFO  BuildYourOwnComputerPage :82 - Select HDD 'Vista Home [+$50.00]'<br>
2022-12-19 20:12:919 INFO  BuildYourOwnComputerPage :92 - Select Software '[[ChromeDriver: chrome on WINDOWS (124154d00d4602a4df06313665cc21d2)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]'<br>
2022-12-19 20:12:963 INFO  BuildYourOwnComputerPage :100 - Click on 'ADD TO CART' Button<br>
2022-12-19 20:12:704 INFO  BuildYourOwnComputerPage :105 - Get productAdded Message : The product has been added to your shopping cart<br>
2022-12-19 20:12:359 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:597 INFO  HomePage :90 - Click on 'Computers' tab <br>
2022-12-19 20:12:541 INFO  ComputerPage :37 - Click on 'Desktops' link <br>
2022-12-19 20:12:998 INFO  DesktopsPage :55 - Click on product 'Build your own computer' : Build your own computer<br>
2022-12-19 20:12:642 INFO  BuildYourOwnComputerPage :60 - Select processor '2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]'<br>
2022-12-19 20:12:697 INFO  BuildYourOwnComputerPage :65 - Select RAM '4GB [+$20.00]'<br>
2022-12-19 20:12:760 INFO  BuildYourOwnComputerPage :72 - Select HDD '400 GB [+$100.00]'<br>
2022-12-19 20:12:814 INFO  BuildYourOwnComputerPage :82 - Select HDD 'Vista Premium [+$60.00]'<br>
2022-12-19 20:12:869 INFO  BuildYourOwnComputerPage :92 - Select Software '[[ChromeDriver: chrome on WINDOWS (8700e193e7c92f84212124a1c449c7e4)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]'<br>
2022-12-19 20:12:917 INFO  BuildYourOwnComputerPage :100 - Click on 'ADD TO CART' Button<br>
2022-12-19 20:12:196 INFO  BuildYourOwnComputerPage :105 - Get productAdded Message : The product has been added to your shopping cart<br>
2022-12-19 20:12:835 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:659 INFO  HomePage :90 - Click on 'Computers' tab <br>
2022-12-19 20:12:132 INFO  ComputerPage :37 - Click on 'Desktops' link <br>
2022-12-19 20:12:519 INFO  DesktopsPage :55 - Click on product 'Build your own computer' : Build your own computer<br>
2022-12-19 20:12:325 INFO  BuildYourOwnComputerPage :60 - Select processor '2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]'<br>
2022-12-19 20:12:387 INFO  BuildYourOwnComputerPage :65 - Select RAM '8GB [+$60.00]'<br>
2022-12-19 20:12:447 INFO  BuildYourOwnComputerPage :72 - Select HDD '320 GB'<br>
2022-12-19 20:12:557 INFO  BuildYourOwnComputerPage :92 - Select Software '[[ChromeDriver: chrome on WINDOWS (48edd43556522316516d779dfcd5c927)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]'<br>
2022-12-19 20:12:598 INFO  BuildYourOwnComputerPage :100 - Click on 'ADD TO CART' Button<br>
2022-12-19 20:12:375 INFO  BuildYourOwnComputerPage :105 - Get productAdded Message : The product has been added to your shopping cart<br>
2022-12-19 20:12:497 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:274 INFO  HomePage :49 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (6e2440e6b53ef7e2ce2afa9fae8ecab8)] -> link text: Log in]
2022-12-19 20:12:316 INFO  LoginPage :40 - Getting welcome text [[ChromeDriver: chrome on WINDOWS (6e2440e6b53ef7e2ce2afa9fae8ecab8)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]<br>
2022-12-19 20:12:26 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:849 INFO  HomePage :49 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (ea9e42f838584313619c02893c792c96)] -> link text: Log in]
2022-12-19 20:12:939 INFO  LoginPage :46 - Enter email abcd123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (ea9e42f838584313619c02893c792c96)] -> id: Email]<br>
2022-12-19 20:12:999 INFO  LoginPage :51 - Enter password xyz123 to password field [[ChromeDriver: chrome on WINDOWS (ea9e42f838584313619c02893c792c96)] -> name: Password]<br>
2022-12-19 20:12:350 INFO  LoginPage :56 - Clicking on Login Button <br>
2022-12-19 20:12:382 INFO  LoginPage :61 - Getting error message : [[ChromeDriver: chrome on WINDOWS (ea9e42f838584313619c02893c792c96)] -> xpath: //div[@class='message-error validation-summary-errors']]<br>
2022-12-19 20:12:05 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:527 INFO  HomePage :49 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (9f6f4c747fa05d832c5423ce88f46ad4)] -> link text: Log in]
2022-12-19 20:12:653 INFO  LoginPage :46 - Enter email london1@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (9f6f4c747fa05d832c5423ce88f46ad4)] -> id: Email]<br>
2022-12-19 20:12:739 INFO  LoginPage :51 - Enter password london1 to password field [[ChromeDriver: chrome on WINDOWS (9f6f4c747fa05d832c5423ce88f46ad4)] -> name: Password]<br>
2022-12-19 20:12:84 INFO  LoginPage :56 - Clicking on Login Button <br>
2022-12-19 20:12:861 INFO  ManageDriver :27 - Launching Chrome Browser
2022-12-19 20:12:971 INFO  HomePage :49 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (a3efda9d9b1ff9bf9490fdc8e09b6b57)] -> link text: Log in]
